---
season: 2021-22
division: d1
gender: women
description: schedule/scoreboard
duals: 4797
---
source	date	time	timeZone	gender	rank	team	at	oppRank	opponent	outcome	score	neutral	conference	division	id	domain	tournament	timeDisplay	location	facility	tv	radio	links
  FAU	2022-01-15	12:00pm	   	W	  	FAU  	vs	  	MTSU 	W	6-1	N	 		 19920	                  	[FGCU Invite](https://fgcuathletics.com/sports/womens-tennis)	Noon	Fort Myers, FL				[Box Score](/sports/womens-tennis/stats/2021-22/middle-tennessee/boxscore/19920) [Recap](/news/2022/1/15/womens-tennis-owls-record-two-wins-to-open-the-2022-season.aspx)
 MINN	2022-01-15	12:00pm	   	W	  	MINN 	at	  	FGCU 	W	4-3	 	 		 19436	                  	Florida Gulf Coast Hidden Dual	12:00 PM	Fort Myers, FL				[Box Score](/sports/womens-tennis/stats/2021-22/florida-gulf-coast/boxscore/19436) [Recap](/news/2022/1/15/womens-tennis-minnesota-starts-fgcu-hidden-dual-tournament-2-0.aspx)
 UCSD	2022-01-15	12:00pm	   	W	  	UCSD 	at	  	LOYM 	L	0-4	 	 		  8806	                  		12:00 PM	Los Angeles, CA				[Box Score](/sports/womens-tennis/stats/2021-22/loyola-marymount/boxscore/8806) [Recap](/news/2022/1/15/womens-tennis-uc-san-diego-falls-at-lmu-in-season-opener.aspx)
 LOYM	2022-01-15	12:00pm	   	W	  	UCSD 	at	  	LOYM 	L	0-4	 	 		 14151	                  		12:00 PM	LMU TENNIS CENTER				[Recap](/news/2022/1/15/womens-tennis-lions-open-season-with-4-0-victory.aspx)
 GONZ	2022-01-15	12:00pm	   	W	  	WAST 	at	  	GONZ 	 	   	 	 		  8168	                  		Noon	Spokane, WA	[Stevens Center](/facilities/?id=3)			
   LT	2022-01-15	12:30pm	   	W	  	LT   	at	  	TULSA	L	0-7	 	 		 10649	                  	Hurricane Invite	12:30 p.m.	Tulsa, OK				[Box Score](/sports/womens-tennis/stats/2021-22/tulsa/boxscore/10649) [Recap](/news/2022/1/16/womens-tennis-la-tech-splits-matches-to-close-out-hurricane-invite.aspx)
 FGCU	2022-01-15	 1:00pm	   	W	  	MINN 	at	  	FGCU 	W	4-3	 	 		 10678	                  		1 PM	Fort Myers, FL	[FGCU Tennis Complex](/facilities/?id=6)			[Box Score](/sports/womens-tennis/stats/2021-22/minnesota/boxscore/10678) [Recap](/news/2022/1/15/womens-tennis-rolls-past-georgia-state-falls-to-minnesota.aspx)
 WASH	2022-01-15	 1:00pm	PT 	W	  	WASH 	at	  	HAW  	W	6-1	 	 		 20373	                  		1:00 PM PT	Honolulu, HI				[Recap](/news/2022/1/15/womens-tennis-washington-wins-rescheduled-opener-at-hawaii.aspx)
 MRSH	2022-01-15	 1:30pm	   	W	  	LU   	vs	  	MRSH 	L	0-4	N	 		  8322	                  		1:30 PM	Charlottesville, VA				[Recap](/news/2022/1/15/womens-tennis-herd-tennis-splits-pair-of-duals-in-virginia.aspx) [Box Score](/documents/2022/1/15/marshlong.pdf)
 WAST	2022-01-15	 1:30pm	PT 	W	  	WAST 	at	  	GONZ 	 	   	 	 		 14978	                  		1:30 PM PT	Spokane, WA				
   LU	2022-01-15	 1:45pm	   	W	  	LU   	vs	  	MRSH 	 	   	N	 		  7949	                  		1:45 p.m.	Charlottesville, VA				
  UNT	2022-01-15	 2:00pm	CT 	W	  	ABCHR	vs	  	UNT  	L	0-4	N	 		  5226	                  		2 P.M. CT	Ft. Worth, TX				[Recap](/news/2022/1/16/womens-tennis-mean-green-upend-acu-4-0-in-season-opener.aspx)
 MSST	2022-01-15	 2:00pm	   	W	  	JVST 	at	  	MSST 	L	0-7	 	 		 16812	                  		2 p.m.	Starkville				[Recap](/news/2022/1/15/womens-tennis-sweeps-season-opener.aspx)
 UTAH	2022-01-15	 3:00pm	MT 	W	  	DIX  	at	  	UTAH 	L	0-7	 	 		 20840	                  		3:00 PM MT	Salt Lake City, UT				[Box Score](/sports/womens-tennis/stats/2021-22/dixie-state/boxscore/20840) [Recap](/news/2022/1/15/womens-tennis-womens-tennis-opens-season-with-two-wins.aspx)
 MARQ	2022-01-15	 3:00pm	CT 	W	  	DRAKE	vs	  	MARQ 	W	7-0	N	 		  9010	                  		3 P.M. CT	Iowa City, IA				[Box Score](/sports/womens-tennis/stats/2021-22/drake/boxscore/9010) [Recap](/news/2022/1/17/womens-tennis-wten-opens-dual-season-with-pair-of-matches.aspx)
DRAKE	2022-01-15	 3:00pm	   	W	  	DRAKE	vs	  	MARQ 	W	7-0	N	 		 12392	                  		3pm	Iowa City, IA				[Recap](/news/2022/1/17/womens-tennis-opened-the-season-in-iowa-city.aspx)
 AZST	2022-01-15	 3:00pm	MST	W	  	GCU  	at	  	AZST 	 	   	 	 		 29307	                  		3:00 PM MST	Tempe, AZ				
IUPUI	2022-01-15	 3:00pm	   	W	  	IUPUI	at	  	VALPO	L	2-5	 	 		 15222	                  		3:00 P.M.	Valparaiso, IN				[Box Score](/sports/womens-tennis/stats/2021-2022/valparaiso/boxscore/15222) [Recap](/news/2022/1/15/womens-tennis-bernard-lounsbury-post-wins-in-spring-season-opener.aspx) [Box Score (.pdf)](https://static.iupuijags.com/custompages/W-Tennis/Stats/2021-2022/011522.pdf)
  TOL	2022-01-15	 3:00pm	   	W	  	LIB  	vs	  	TOL  	L	2-4	N	 		 21298	                  	FGCU Weekend Kickoff	3:00 p.m.	Fort Myers, FL				[Box Score](/sports/womens-tennis/stats/2021-22/liberty/boxscore/21298) [Recap](/news/2022/1/15/womens-tennis-womens-tennis-marks-first-win-of-the-season-4-2-over-liberty.aspx)
  FUR	2022-01-15	 3:30pm	   	W	  	     	at	  	FUR  	L	0-7	 	 		  7703	goeclions.com     		3:30 PM	GREENVILLE				[Box Score](/sports/womens-tennis/stats/2021-22/emmanuel-ga-/boxscore/7703) [Recap](/news/2022/1/15/womens-tennis-seniors-lead-furman-to-opening-day-victories-over-vcu-emmanuel.aspx)
  DAY	2022-01-15	 5:00pm	   	W	  	DAY  	at	  	XAV  	L	2-5	 	 		 13660	                  		5:00 PM	Cincinnati, OH	[Eastern Hills Indoor Tennis Club](http://ehitennis.com/)			[Box Score](/sports/womens-tennis/stats/2021-22/xavier/boxscore/13660) [Recap](/news/2022/1/15/womens-tennis-falls-in-opener-at-xavier-saturday-night.aspx) [Box Score (PDF)](/documents/2022/1/15/XUW02.pdf)
  XAV	2022-01-15	 5:00pm	   	W	  	DAY  	at	  	XAV  	L	2-5	 	 		  9475	                  		5 PM	Cincinnati, OH	[Eastern Hills Indoor Tennis Club](http://ehitennis.com/)			[Box Score](/sports/womens-tennis/stats/2021-22/dayton/boxscore/9475) [Recap](/news/2022/1/15/womens-tennis-vs-ud.aspx)
 GAST	2022-01-15	 5:00pm	   	W	  	FAU  	vs	  	GAST 	W	4-1	N	 		  8207	                  		5:00 PM	Fort Myers, FL				[Recap](/news/2022/1/15/womens-tennis-womens-tennis-wraps-up-saturday-doubleheader-in-florida.aspx)
  FAU	2022-01-15	 5:30pm	   	W	  	FAU  	vs	  	GAST 	W	4-1	N	 		 19921	                  	[FGCU Invite](https://fgcuathletics.com/sports/womens-tennis)	5:30 p.m.	Fort Myers, FL				[Box Score](/sports/womens-tennis/stats/2021-22/georgia-state/boxscore/19921) [Recap](/news/2022/1/15/womens-tennis-owls-record-two-wins-to-open-the-2022-season.aspx)
  TCU	2022-01-15	 6:00pm	   	W	  	ABCHR	at	  	TCU  	L	0-4	 	 		 17469	                  		6 PM	Fort Worth, TX				[Recap](/news/2022/1/15/womens-tennis-tcu-opens-2022-with-a-pair-of-sweeps.aspx)
  ILL	2022-01-16	 5:00pm	CT 	W	11	BAY  	vs	  	ILL  	W	6-1	N	 		 23616	                  	Bella the Ball Collegiate Invitational	5:00 p.m. CT	Las Vegas, NV				[Recap](/news/2022/1/16/womens-tennis-ferrari-earns-first-collegiate-win-in-setback-to-no-11-baylor.aspx) [Box Score (PDF)](/documents/2022/1/16/ILL_BAYLOR.pdf)
  BAY	2022-01-16	 5:30pm	   	W	11	BAY  	vs	  	ILL  	W	6-1	N	 		 27629	                  	Bella the Ball Collegiate Invitational	5:30 PM	Las Vegas, NV	Darling Tennis Center			[Box Score](/sports/womens-tennis/stats/2021-22/illinois/boxscore/27629) [Recap](/news/2022/1/16/womens-tennis-no-11-wt-bounces-back-with-win-over-illinois.aspx)
  A&M	2022-01-16	  12:00	   	W	  	     	at	14	A&M  	L	0-7	 	 		 18276	mcneesesports.com 			Bryan-College Station	[Mitchell Tennis Center](/facilities/?id=13)			[Box Score](/sports/womens-tennis/stats/2021-22/mcneese/boxscore/18276) [Recap](/news/2022/1/16/womens-tennis-no-14-aggies-dominate-en-route-to-two-opening-day-wins.aspx)
  A&M	2022-01-16	   4:00	   	W	  	     	at	14	A&M  	L	0-7	 	 		 18277	tarletonsports.com			Bryan-College Station	[Mitchell Tennis Center](/facilities/?id=13)			[Box Score](/sports/womens-tennis/stats/2021-22/tarleton/boxscore/18277) [Recap](/news/2022/1/16/womens-tennis-no-14-aggies-dominate-en-route-to-two-opening-day-wins.aspx)
MCN T	2022-01-16	12:00pm	   	W	  	MCN T	at	14	A&M  	L	0-7	 	 		 11406	                  		12 p.m.	College Station, TX				[Box Score](/sports/womens-tennis/stats/2022/texas-am/boxscore/11406) [Recap](/news/2022/1/16/womens-tennis-wten-cowgirls-drop-season-opener-at-14-texas-am.aspx)
  SOU	2022-01-16	12:00pm	   	W	  	SOU  	at	21	LSU  	 	   	 	 		  5346	                  		12:00 PM	Baton Rouge, LA				[History](/sports/womens-tennis/opponent-history/louisiana-state-university/5)
ABCHR	2022-01-16	    TBA	   	W	  	ABCHR	at	  	SMU  	L	0-4	 	 		  8413	                  			Dallas				[Box Score](/sports/womens-tennis/stats/2021-22/smu/boxscore/8413) [Recap](/news/2022/1/16/womens-tennis-wildcats-tripped-up-by-mustangs-to-wrap-up-first-weekend.aspx)
 KENN	2022-01-16	    TBA	   	W	  	KENN 	at	  	GWEBB	 	   	 	 		  9549	                  			Boiling Springs, NC				
 MTST	2022-01-16	 8:00am	   	W	  	MTST 	vs	  	WYO  	W	4-3	N	 		  6225	                  		8 a.m.	Tulsa, OK				[Box Score](/sports/womens-tennis/stats/2021-22/wyoming/boxscore/6225)
TULSA	2022-01-16	 9:00am	   	W	  	LT   	at	  	TULSA	L	0-7	 	 		 14492	                  	The Hurricane Invite	9:00 AM	Tulsa, OK				[Recap](/news/2022/1/16/womens-tennis-tulsa-defeats-louisiana-tech-wyoming-to-wrap-up-the-hurricane-invite.aspx)
  WYO	2022-01-16	 9:00am	   	W	  	WYO  	at	  	TULSA	L	1-6	 	 		  5536	                  		9 a.m.	Tulsa, OK				[Recap](/news/2022/1/16/womens-tennis-cowgirls-finish-competition-in-tulsa.aspx) [Results (.pdf)](/documents/2022/1/16/Tulsa_6_Wyoming_1.pdf)
  CIN	2022-01-16	10:00am	   	W	  	CIN  	at	  	PUR  	L	2-5	 	 		  7978	                  		10 A.M.	West Lafayette, IN				[Recap](/news/2022/1/16/womens-tennis-bearcats-fall-to-the-boilermakers-sunday-afternoon.aspx)
  PUR	2022-01-16	10:00am	   	W	  	CIN  	at	  	PUR  	L	2-5	 	 		 56334	                  		10 AM	West Lafayette, IN	[SCHWARTZ TENNIS CENTER](/facilities/?id=14)			
 MTST	2022-01-16	10:00am	   	W	  	LT   	vs	  	MTST 	W	7-0	N	 		  6226	                  		10 a.m.	Tulsa, OK				[Box Score](/sports/womens-tennis/stats/2021-22/louisiana-tech/boxscore/6226)
   LT	2022-01-16	10:00am	   	W	  	LT   	vs	  	MTST 	W	7-0	N	 		 10650	                  	Hurricane Invite	10 a.m.	Tulsa, OK				[Box Score](/sports/womens-tennis/stats/2021-22/montana-state/boxscore/10650) [Recap](/news/2022/1/16/womens-tennis-la-tech-splits-matches-to-close-out-hurricane-invite.aspx)
   UK	2022-01-16	10:00am	   	W	  	MIAOH	at	  	UK   	L	2-5	 	 		  9462	                  		10 A.M.	Lexington, KY	[Hilary J. Boone Tennis Complex](/facilities/?id=129)			[Recap](/news/2022/1/16/womens-tennis-kentucky-womens-tennis-tops-miami-ohio-on-sunday.aspx) [Box Score](/documents/2022/1/16/UK_vs_Miami_Ohio.pdf) [Gallery](/galleries?gallery=3314)
  UCD	2022-01-16	10:00am	PDT	W	  	NAU  	vs	  	UCD  	 	   	N	 		 19875	                  		10 a.m. PDT	Tempe, AZ				
TULSA	2022-01-16	10:00am	   	W	  	WYO  	at	  	TULSA	L	1-6	 	 		 14570	                  	The Hurricane Invite	10:00 AM	Tulsa, OK				[Recap](/news/2022/1/16/womens-tennis-tulsa-defeats-louisiana-tech-wyoming-to-wrap-up-the-hurricane-invite.aspx)
 GONZ	2022-01-16	10:30am	   	W	  	MONT 	at	  	GONZ 	 	   	 	 		  8169	                  		10:30 a.m.	Spokane, WA	[Stevens Center](/facilities/?id=3)			
 MARQ	2022-01-16	11:00am	CT 	W	  	MARQ 	at	  	IOWA 	L	1-6	 	 		  9008	                  		11 A.M. CT	Iowa City, IA				[Box Score](/sports/womens-tennis/stats/2021-22/iowa/boxscore/9008) [Recap](/news/2022/1/17/womens-tennis-wten-opens-dual-season-with-pair-of-matches.aspx)
MIAOH	2022-01-16	11:00am	   	W	  	MIAOH	at	  	UK   	L	2-5	 	 		 16840	                  		11 a.m.	Lexington, KY				[Recap](/news/2022/1/16/womens-tennis-redhawks-open-season-with-5-2-loss-at-kentucky.aspx)
 MONT	2022-01-16	11:00am	   	W	  	MONT 	at	  	GONZ 	 	   	 	 		  5146	                  		11 AM (MT)	Spokane, WA				
  PSU	2022-01-16	11:00am	   	W	  	PSU  	at	  	ODU  	L	0-7	 	 		 15588	                  		11:00 AM	Norfolk, VA				[Box Score](/sports/womens-tennis/stats/2021-22/old-dominion/boxscore/15588) [Recap](/news/2022/1/16/penn-state-womens-tennis-falls-7-0-to-old-dominion.aspx)
  ODU	2022-01-16	11:00am	   	W	  	PSU  	at	  	ODU  	L	0-7	 	 		  9304	                  		11:00 AM	Norfolk, VA	[Folkes-Stevens Tennis Center](/facilities/?id=6)			[Box Score](/sports/womens-tennis/stats/2021-22/penn-state/boxscore/9304) [Recap](/news/2022/1/16/womens-tennis-womens-tennis-sweeps-penn-state-to-start-spring-slate.aspx)
  SMU	2022-01-16	11:00am	   	W	  	UTSA 	at	  	SMU  	L	0-7	 	 		 12526	                  		11 A.M.	Dallas, TX	[Styslinger / Altec Tennis Complex](/facilities/?id=20)			[Box Score](/sports/womens-tennis/stats/2021-22/utsa/boxscore/12526) [Recap](/news/2022/1/16/mustangs-showcase-resilience-in-doubleheader-sweep.aspx)
 UTSA	2022-01-16	11:00am	   	W	  	UTSA 	at	  	SMU  	L	0-7	 	 		  8905	                  		11 a.m.	Dallas, TX				[Box Score](/sports/womens-tennis/stats/2021-22/smu/boxscore/8905) [Recap](/news/2022/1/16/womens-tennis-utsa-falls-to-smu.aspx) [Box score (.pdf)](/documents/2022/1/16/WT01.pdf)
GWEBB	2022-01-16	12:30pm	   	W	  	KENN 	at	  	GWEBB	 	   	 	 		  7072	                  		12:30 PM	BOILING SPRINGS, NC	[Webb Tennis Complex](/facilities/?id=7)			
  ORE	2022-01-16	 1:00pm	PT 	W	  	ORE  	  	  	PRST 	W	7-0	 	 		 21576	                  		1:00 PM PT	Eugene, OR		Oregon Women's Tennis		[Box Score](/sports/womens-tennis/stats/2021-22/portland-state/boxscore/21576) [Recap](/news/2022/1/16/womens-tennis-ducks-dominate-in-season-opener.aspx) [PDF Results](/documents/2022/1/16/Results_Oregon_7_Portland_State_0.pdf)
 PRST	2022-01-16	 1:00pm	   	W	  	PRST 	at	  	ORE  	L	0-7	 	 		  4316	                  		1 P.M.	Eugene, OR				[Box Score](/sports/womens-tennis/stats/2021-22/university-of-oregon/boxscore/4316) [Recap](/news/2022/1/16/womens-tennis-vikings-drop-season-opener-to-ducks.aspx)
  MEM	2022-01-16	 2:30pm	   	W	  	UCA  	at	  	MEM  	L	0-7	 	 		 17905	                  		2:30 PM	Memphis, TN	Eldon Roark TC			[Recap](/news/2022/1/17/womens-tennis-tigers-start-season-with-3-0-weekend.aspx)
  UCA	2022-01-16	 2:30pm	   	W	  	UCA  	at	  	MEM  	L	0-7	 	 		 10021	                  		2:30 p.m.	Memphis, TN				[Box Score](/sports/womens-tennis/stats/2021-22/university-of-memphis/boxscore/10021) [Recap](/news/2022/1/16/tennis-tennis-drops-first-match-of-the-spring.aspx)
  SMU	2022-01-16	 3:00pm	   	W	  	ABCHR	at	  	SMU  	L	0-4	 	 		 12470	                  		3 P.M.	Dallas, TX	[Styslinger / Altec Tennis Complex](/facilities/?id=20)			[Recap](/news/2022/1/16/mustangs-showcase-resilience-in-doubleheader-sweep.aspx)
  PUR	2022-01-16	 3:00pm	   	W	  	IUPUI	at	  	PUR  	L	0-7	 	 		 56335	                  		3 PM	West Lafayette, IN	[SCHWARTZ TENNIS CENTER](/facilities/?id=14)			
IUPUI	2022-01-16	 3:00pm	   	W	  	IUPUI	at	  	PUR  	L	0-7	 	 		 15223	                  		3:00 P.M.	West Lafayette, IN				[Box Score](/sports/womens-tennis/stats/2021-2022/purdue/boxscore/15223) [Recap](/news/2022/1/16/womens-tennis-womens-tennis-falls-at-purdue-7-0.aspx) [Box Score (.pdf)](https://static.iupuijags.com/custompages/W-Tennis/Stats/2021-2022/011622.pdf)
 CHSO	2022-01-16	 4:00pm	   	W	  	CHSO 	at	  	CHAR 	 	   	 	 		 13306	                  		4 p.m.	Charlotte, NC				
 CHAR	2022-01-16	 4:00pm	   	W	  	CHSO 	at	  	CHAR 	 	   	 	 		 16211	                  		4:00 PM	Charlotte, NC	Lifetime Fitness			
DRAKE	2022-01-16	 4:00pm	   	W	  	DRAKE	at	  	IOWA 	L	1-6	 	 		 12393	                  		4pm	Iowa City, IA				[Recap](/news/2022/1/17/womens-tennis-opened-the-season-in-iowa-city.aspx)
 MONT	2022-01-16	 5:00pm	   	W	  	MONT 	vs	  	WAST 	 	   	N	 		  5147	                  		5 PM (MT)	Spokane, WA				
  WYO	2022-01-17	 4:00pm	   	W	  	WYO  	at	19	OKLA 	L	0-7	 	 		  5514	                  		4 p.m.	Norman, OK				[Recap](/news/2022/1/17/womens-tennis-cowgirls-fall-at-no-19-oklahoma.aspx) [Results (.pdf)](/documents/2022/1/17/OU_7_WYO_0.pdf)
 OKLA	2022-01-17	 5:00pm	   	W	  	WYO  	at	19	OKLA 	 	   	 	 		 11920	                  		5 p.m.	Norman, OK				[Preview](/news/2022/1/16/womens-tennis-opens-spring-with-consecutive-home-matches.aspx) [Gallery](/galleries?gallery=1484)
 MINN	2022-01-17	 7:00am	   	W	  	FAU  	vs	  	MINN 	L	2-5	N	 		 19437	                  	Florida Gulf Coast Hidden Dual	7:00 AM	Fort Myers, FL				[Box Score](/sports/womens-tennis/stats/2021-22/florida-atlantic/boxscore/19437) [Recap](/news/2022/1/17/tennis-gophers-finish-unbeaten-in-florida.aspx)
  FAU	2022-01-17	 8:00am	   	W	  	FAU  	vs	  	MINN 	L	2-5	N	 		 19922	                  	[FGCU Invite](https://fgcuathletics.com/sports/womens-tennis)	8 a.m.	Fort Myers, FL				[Box Score](/sports/womens-tennis/stats/2021-22/minnesota/boxscore/19922) [Recap](/news/2022/1/17/womens-tennis-kudelova-is-perfect-in-2022.aspx)
 MTSU	2022-01-17	 8:00am	   	W	  	GAST 	vs	  	MTSU 	L	1-4	N	 		  8764	                  		8:00 a.m.	Fort Myers, FL	[FGCU Tennis Complex](https://fgcuathletics.com/facilities/fgcu-tennis-complex/6)			[Box Score](/sports/womens-tennis/stats/2021-22/georgia-state/boxscore/8764) [Recap](/news/2022/1/17/womens-tennis-blue-raiders-earn-first-victory-on-season.aspx) [Box Score (PDF)](/documents/2022/1/17/MTSU_GSU_Box_Score.pdf)
 GAST	2022-01-17	 8:00am	   	W	  	GAST 	vs	  	MTSU 	L	1-4	N	 		  8209	                  		8:00 AM	Fort Myers, FL				[Recap](/news/2022/1/17/womens-tennis-womens-tennis-falls-to-middle-tennessee-4-1.aspx)
MCN T	2022-01-17	10:00am	   	W	  	MCN T	vs	  	TARL 	L	0-7	N	 		 11407	                  		10 a.m.	College Station, TX				[Box Score](/sports/womens-tennis/stats/2022/tarleton-state/boxscore/11407) [Recap](/news/2022/1/17/womens-tennis-wten-cowgirls-fall-to-tarleton-state.aspx)
  FUR	2022-01-17	11:00am	   	W	  	JMU  	at	  	FUR  	 	   	 	 		  7713	                  		11:00 AM	GREENVILLE				
 AZST	2022-01-17	12:00pm	MST	W	  	NAU  	at	  	AZST 	L	0-7	 	 		 29294	                  		12:00 PM MST	Tempe, AZ		ASU Live Stream		[Box Score](/sports/womens-tennis/stats/2021-22/northern-arizona/boxscore/29294) [Recap](/news/2022/1/17/womens-tennis-sun-devils-sweep-lumberjacks-in-season-opener.aspx) [Results](/documents/2022/1/17/wasunau.pdf)
  WKU	2022-01-17	12:00pm	   	W	  	WKU  	at	  	BELL 	W	5-2	 	 		 11584	                  		12 PM	Louisville, KY				[Recap](/news/2022/1/17/womens-tennis-lady-topper-tennis-beats-bellarmine-5-2-to-start-2022-season.aspx)
 BELL	2022-01-17	 1:00pm	   	W	  	WKU  	at	  	BELL 	W	5-2	 	 		  6790	                  		1 PM	Louisville, KY	Eddie Weber Tennis Complex			[Recap](/news/2022/1/17/womens-tennis-devillez-tikhonko-take-singles-wins-but-knights-fall-to-western-kentucky-in-opener.aspx)
  ILL	2022-01-17	 2:00pm	CT 	W	  	BYU  	vs	  	ILL  	L	2-5	N	 		 23617	                  	Bella the Ball Collegiate Invitational	2 p.m. CT	Las Vegas, NV				[Recap](/news/2022/1/17/womens-tennis-illini-bounce-back-with-5-2-win-over-byu.aspx) [Box Score (PDF)](/documents/2022/1/17/ILL_BYU.pdf)
 CAMP	2022-01-18	   6:00	   	W	  	CAMP 	at	 3	UNC  	 	   	 	 		206024	                  			Chapel Hill, NC				[Watch](https://web.playsight.com/live/university-of-north-carolina-unc-usa/104) [Live Stats](http://www.statbroadcast.com/events/statmonitr.php?gid=unc)
  UNC	2022-01-18	 2:00pm	   	W	  	ECAR 	at	 3	UNC  	 	   	 	 		 23242	                  		2 PM	Chapel Hill				[Watch](https://web.playsight.com/live/university-of-north-carolina-unc-usa/104) [Live Stats](http://www.statbroadcast.com/events/statmonitr.php?gid=unc) [Preview](/news/2022/1/17/womens-tennis-carolina-to-host-ecu-campbell-on-tuesday.aspx)
  UNC	2022-01-18	 6:00pm	   	W	  	CAMP 	at	 3	UNC  	 	   	 	 		 23244	                  		6 PM	Chapel Hill				[Watch](https://web.playsight.com/live/university-of-north-carolina-unc-usa/104) [Live Stats](http://www.statbroadcast.com/events/statmonitr.php?gid=unc) [Preview](/news/2022/1/17/womens-tennis-carolina-to-host-ecu-campbell-on-tuesday.aspx)
 OKLA	2022-01-18	 2:00pm	   	W	23	PRIN 	at	19	OKLA 	 	   	 	 		 11921	                  		2 p.m.	Norman, OK				[Preview](/news/2022/1/16/womens-tennis-opens-spring-with-consecutive-home-matches.aspx)
 PRIN	2022-01-18	 3:00pm	ET 	W	23	PRIN 	at	19	OKLA 	 	   	 	 		 17459	                  		3:00 PM ET / 2:00 PM CT	Norman, OK	[Headington Family Tennis Center](https://soonersports.com/sports/2019/8/12/208803915.aspx)			[Preview](/news/2022/1/17/womens-tennis-womens-tennis-opens-dual-season-in-oklahoma.aspx)
 OKST	2022-01-19	 5:00pm	   	W	23	PRIN 	at	  	OKST 	 	   	 	 		 13484	                  		5 p.m.	Stillwater, OK	[Greenwood Tennis Center](https://okstate.com/sports/2015/3/17/GEN_2014010160.aspx)			[History](/sports/womens-tennis/opponent-history/princeton/98)
 PRIN	2022-01-19	 6:00pm	ET 	W	23	PRIN 	at	  	OKST 	 	   	 	 		 17460	                  		6:00 PM ET / 5:00 PM CT	Stillwater, OK	[Greenwood Tennis Center](https://okstate.com/sports/2015/3/17/GEN_2014010160.aspx)			[Preview](/news/2022/1/17/womens-tennis-womens-tennis-opens-dual-season-in-oklahoma.aspx)
 PENN	2022-01-19	10:00am	   	W	  	TEM  	at	  	PENN 	 	   	 	 		 18224	                  		10 AM	Hamlin	Hecht Tennis Centers			
   SF	2022-01-19	11:00am	   	W	  	ART  	at	  	SF   	 	   	 	 		  7103	                  		11:00 a.m.	San Francisco				[History](/sports/womens-tennis/opponent-history/academy-of-art/71)
PVA&M	2022-01-19	12:00pm	   	W	  	PVA&M	  	  	A&MCC	 	   	 	 		  6390	                  		12PM & 3PM	Prairie View, TX				[History](/sports/womens-tennis/opponent-history/texas-am-corpus-christi/102)
  SFA	2022-01-19	 1:00pm	   	W	  	SFA  	at	  	PVA&M	 	   	 	 		  9856	                  		1:00 p.m.	Prairie View, TX				
